store,sku,amount
Mombasa,DM1873,8312 KSH
Nakuru,DM1541,9307 KSH
Malindi,DM1230,1511 KSH
Mombasa,DM1724,9565 KSH
Nairobi,DM1541,4349 KSH
Nashua,DM1230,1254 KSH
Naivasha,DM1786,4938 KSH
Malindi,DM1873,7664 KSH
Malindi,DM1541,5627 KSH
Nashua,DM1210,7644 KSH
Nakuru,DM1786,7626 KSH
Nashua,DM1537,3078 KSH
Nairobi,DM1182,5490 KSH
Malindi,DM1541,9326 KSH
Nairobi,DM1724,8288 KSH
Nairobi,DM1541,4489 KSH
Mombasa,DM1786,6785 KSH
Nairobi,DM1294,3616 KSH
Nairobi,DM1724,2376 KSH
Mombasa,DM1724,4741 KSH
Nairobi,DM1537,6907 KSH
Nakuru,DM1724,1633 KSH
Naivasha,DM1230,1009 KSH
Nairobi,DM1786,1708 KSH
Nairobi,DM1537,1244 KSH
Malindi,DM1724,4131 KSH
Naivasha,DM1541,3888 KSH
Nakuru,DM1294,2236 KSH
Malindi,DM1541,1533 KSH
Mombasa,DM1294,7080 KSH
Mombasa,DM1210,8790 KSH
Malindi,DM1230,2036 KSH
Mombasa,DM1873,1666 KSH
Nairobi,DM1230,1161 KSH
Mombasa,DM1786,5487 KSH
Mombasa,DM1873,1386 KSH
Malindi,DM1541,7053 KSH
Nakuru,DM1182,1072 KSH
Nashua,DM1541,5409 KSH
Nakuru,DM1294,4044 KSH
Malindi,DM1873,9117 KSH
Mombasa,DM1541,9746 KSH
Nashua,DM1210,2413 KSH
Nairobi,DM1873,8874 KSH
Mombasa,DM1759,7039 KSH
Nairobi,DM1294,8488 KSH
Naivasha,DM1759,7795 KSH
Nairobi,DM1759,4549 KSH
Nashua,DM1786,7998 KSH
Mombasa,DM1759,5428 KSH
Nairobi,DM1294,3382 KSH
Mombasa,DM1724,4749 KSH
Nairobi,DM1724,7255 KSH
Nashua,DM1294,4869 KSH
Nairobi,DM1541,5712 KSH
Nairobi,DM1873,4862 KSH
Nairobi,DM1294,9884 KSH
Nashua,DM1537,2809 KSH
Malindi,DM1537,8745 KSH
Nakuru,DM1759,5181 KSH
Mombasa,DM1541,6830 KSH
Nakuru,DM1537,8563 KSH
Naivasha,DM1182,5061 KSH
Nakuru,DM1294,7433 KSH
Mombasa,DM1230,7052 KSH
Nairobi,DM1294,5943 KSH
Nashua,DM1759,4009 KSH
Mombasa,DM1182,5161 KSH
Nairobi,DM1537,2615 KSH
Nashua,DM1182,6862 KSH
Nairobi,DM1786,8266 KSH
Nairobi,DM1210,6012 KSH
Nairobi,DM1182,6136 KSH
Nairobi,DM1786,4934 KSH
Naivasha,DM1230,3861 KSH
Mombasa,DM1724,8148 KSH
Nashua,DM1873,3542 KSH
Nairobi,DM1541,2731 KSH
Nairobi,DM1294,5371 KSH
Mombasa,DM1182,5972 KSH
Nairobi,DM1786,9531 KSH
Mombasa,DM1210,1982 KSH
Nakuru,DM1210,6678 KSH
Nairobi,DM1724,6532 KSH
Nairobi,DM1230,7705 KSH
Naivasha,DM1294,4158 KSH
Naivasha,DM1873,5068 KSH
Nairobi,DM1724,3485 KSH
Mombasa,DM1210,4358 KSH
Nashua,DM1873,9385 KSH
Mombasa,DM1182,1312 KSH
Mombasa,DM1537,9039 KSH
Nashua,DM1230,1905 KSH
Nakuru,DM1786,6104 KSH
Mombasa,DM1724,6489 KSH
Naivasha,DM1182,7632 KSH
Nashua,DM1759,7431 KSH
Malindi,DM1541,2072 KSH
Malindi,DM1786,5596 KSH
Malindi,DM1210,1549 KSH
Mombasa,DM1537,1807 KSH
Malindi,DM1541,5201 KSH
Mombasa,DM1230,1610 KSH
Nashua,DM1294,1527 KSH
Malindi,DM1759,4658 KSH
Nakuru,DM1786,9929 KSH
Malindi,DM1182,8545 KSH
Nakuru,DM1873,7629 KSH
Nairobi,DM1537,6997 KSH
Mombasa,DM1759,4359 KSH
Nakuru,DM1759,5655 KSH
Malindi,DM1873,5566 KSH
Nakuru,DM1786,9891 KSH
Nairobi,DM1786,3719 KSH
Nakuru,DM1230,7477 KSH
Nairobi,DM1541,2035 KSH
Mombasa,DM1230,9765 KSH
Mombasa,DM1537,6697 KSH
Nairobi,DM1230,4141 KSH
Mombasa,DM1182,8100 KSH
Naivasha,DM1873,1776 KSH
Mombasa,DM1786,5032 KSH
Nairobi,DM1873,3286 KSH
Nairobi,DM1294,7867 KSH
Nairobi,DM1294,2012 KSH
Naivasha,DM1759,9492 KSH
Mombasa,DM1230,4172 KSH
Nairobi,DM1182,8536 KSH
Mombasa,DM1759,6489 KSH
Malindi,DM1541,4035 KSH
Nairobi,DM1182,6347 KSH
Nakuru,DM1541,6535 KSH
Nairobi,DM1294,6884 KSH
Nakuru,DM1786,3669 KSH
Nakuru,DM1210,7452 KSH
Mombasa,DM1182,3673 KSH
Malindi,DM1230,9761 KSH
Nairobi,DM1759,4609 KSH
Nashua,DM1294,7056 KSH
Nairobi,DM1873,6900 KSH
Nairobi,DM1230,1860 KSH
Nakuru,DM1759,2968 KSH
Nakuru,DM1230,7031 KSH
Nairobi,DM1873,3308 KSH
Nashua,DM1210,9160 KSH
Nashua,DM1294,2816 KSH
Mombasa,DM1541,5749 KSH
Nakuru,DM1786,9465 KSH
Mombasa,DM1537,8968 KSH
Nakuru,DM1182,8587 KSH
Nairobi,DM1759,3563 KSH
Mombasa,DM1724,6153 KSH
Mombasa,DM1537,1658 KSH
Mombasa,DM1541,9998 KSH
Nakuru,DM1873,4502 KSH
Nairobi,DM1294,2811 KSH
Malindi,DM1230,5602 KSH
Mombasa,DM1182,4334 KSH
Nashua,DM1541,9292 KSH
Nakuru,DM1537,8203 KSH
Mombasa,DM1724,4536 KSH
Mombasa,DM1873,1015 KSH
Mombasa,DM1182,1129 KSH
Nakuru,DM1759,2352 KSH
Mombasa,DM1759,4538 KSH
Mombasa,DM1210,4613 KSH
Malindi,DM1873,9132 KSH
Nairobi,DM1873,2967 KSH
Nairobi,DM1786,4975 KSH
Nashua,DM1230,8136 KSH
Nairobi,DM1541,2552 KSH
Naivasha,DM1724,8022 KSH
Mombasa,DM1541,2709 KSH
Mombasa,DM1294,1514 KSH
Nashua,DM1541,3276 KSH
Mombasa,DM1541,1450 KSH
Naivasha,DM1873,6679 KSH
Naivasha,DM1541,4011 KSH
Naivasha,DM1210,4203 KSH
Mombasa,DM1541,3609 KSH
Nairobi,DM1537,7882 KSH
Nairobi,DM1724,7106 KSH
Mombasa,DM1537,6461 KSH
Nairobi,DM1182,5560 KSH
Nashua,DM1210,3522 KSH
Malindi,DM1541,9950 KSH
Naivasha,DM1873,3171 KSH
Mombasa,DM1210,1265 KSH
Nairobi,DM1541,9930 KSH
Nairobi,DM1541,2648 KSH
Nairobi,DM1230,3230 KSH
Mombasa,DM1182,4245 KSH
Mombasa,DM1230,6165 KSH
Mombasa,DM1759,5983 KSH
Nairobi,DM1759,5811 KSH
Mombasa,DM1786,1154 KSH
Nairobi,DM1541,8665 KSH
Mombasa,DM1537,8416 KSH
Nairobi,DM1759,9764 KSH
Mombasa,DM1230,9237 KSH
Mombasa,DM1786,9909 KSH
Mombasa,DM1759,1017 KSH
Nairobi,DM1873,9243 KSH
Mombasa,DM1182,5230 KSH
Nakuru,DM1537,8918 KSH
Naivasha,DM1873,8989 KSH
Naivasha,DM1873,9446 KSH
Mombasa,DM1210,3761 KSH
Mombasa,DM1541,3417 KSH
Nashua,DM1724,3211 KSH
Nairobi,DM1759,9112 KSH
Mombasa,DM1294,3827 KSH
Naivasha,DM1759,5613 KSH
Naivasha,DM1294,9917 KSH
Nairobi,DM1873,8790 KSH
Nairobi,DM1210,1363 KSH
Mombasa,DM1873,9457 KSH
Naivasha,DM1759,4340 KSH
Nairobi,DM1541,7401 KSH
Mombasa,DM1873,3931 KSH
Nakuru,DM1541,2350 KSH
Mombasa,DM1541,9653 KSH
Mombasa,DM1873,9071 KSH
Naivasha,DM1541,4467 KSH
Malindi,DM1182,1309 KSH
Nairobi,DM1786,8828 KSH
Mombasa,DM1873,2645 KSH
Mombasa,DM1759,3818 KSH
Malindi,DM1182,2063 KSH
Mombasa,DM1230,5688 KSH
Mombasa,DM1210,1369 KSH
Nashua,DM1759,6470 KSH
Nairobi,DM1873,4270 KSH
Malindi,DM1759,9975 KSH
Nairobi,DM1541,9853 KSH
Malindi,DM1786,9884 KSH
Nashua,DM1873,1005 KSH
Nairobi,DM1759,2251 KSH
Nairobi,DM1541,9640 KSH
Nakuru,DM1873,6276 KSH
Mombasa,DM1210,2211 KSH
Mombasa,DM1230,8185 KSH
Nairobi,DM1537,2946 KSH
Mombasa,DM1724,8278 KSH
Nakuru,DM1230,3512 KSH
Nakuru,DM1759,9655 KSH
Nairobi,DM1541,1675 KSH
Mombasa,DM1724,5996 KSH
Mombasa,DM1873,3627 KSH
Nashua,DM1724,1575 KSH
Naivasha,DM1786,8156 KSH
Nakuru,DM1537,2839 KSH
Naivasha,DM1294,4251 KSH
Nairobi,DM1294,8784 KSH
Nakuru,DM1873,3653 KSH
Nairobi,DM1759,4450 KSH
Malindi,DM1873,9574 KSH
Nairobi,DM1541,8537 KSH
Nairobi,DM1873,1189 KSH
Nakuru,DM1210,6454 KSH
Nairobi,DM1724,8215 KSH
Nakuru,DM1541,6030 KSH
Nakuru,DM1537,5886 KSH
Nakuru,DM1182,8555 KSH
Nakuru,DM1182,8152 KSH
Malindi,DM1230,8473 KSH
Nashua,DM1182,4088 KSH
Mombasa,DM1182,7673 KSH
Nairobi,DM1541,3777 KSH
Malindi,DM1759,6701 KSH
Nairobi,DM1230,7898 KSH
Nairobi,DM1873,9979 KSH
Nakuru,DM1724,6232 KSH
Nakuru,DM1724,3162 KSH
Nakuru,DM1294,3844 KSH
Nairobi,DM1724,2028 KSH
Mombasa,DM1873,9601 KSH
Nashua,DM1210,8764 KSH
Nairobi,DM1541,8798 KSH
Malindi,DM1294,7033 KSH
Nairobi,DM1786,9168 KSH
Malindi,DM1873,3904 KSH
Mombasa,DM1210,4540 KSH
Nairobi,DM1541,1017 KSH
Mombasa,DM1294,9804 KSH
Naivasha,DM1294,6622 KSH
Naivasha,DM1786,1197 KSH
Mombasa,DM1541,2877 KSH
Nairobi,DM1294,5195 KSH
Nairobi,DM1182,3893 KSH
Nairobi,DM1294,4450 KSH
Mombasa,DM1873,2363 KSH
Mombasa,DM1541,2846 KSH
Nairobi,DM1873,8050 KSH
Nairobi,DM1230,9837 KSH
Mombasa,DM1541,1205 KSH
Nairobi,DM1182,8313 KSH
Nakuru,DM1182,7640 KSH
Malindi,DM1873,1365 KSH
Nairobi,DM1724,8794 KSH
Malindi,DM1759,1310 KSH
Mombasa,DM1759,4526 KSH
Naivasha,DM1724,1303 KSH
Malindi,DM1873,6739 KSH
Mombasa,DM1759,1898 KSH
Nashua,DM1873,5201 KSH
Nairobi,DM1210,1441 KSH
Nakuru,DM1210,9708 KSH
Malindi,DM1541,1284 KSH
Nakuru,DM1230,1695 KSH
Nashua,DM1182,1988 KSH
Naivasha,DM1759,1060 KSH
Naivasha,DM1210,7927 KSH
Nairobi,DM1230,2890 KSH
Nairobi,DM1541,2842 KSH
Nakuru,DM1230,9339 KSH
Malindi,DM1210,1669 KSH
Nairobi,DM1182,5665 KSH
Mombasa,DM1537,6947 KSH
Mombasa,DM1182,9021 KSH
Mombasa,DM1724,6690 KSH
Naivasha,DM1541,5240 KSH
Nashua,DM1230,2946 KSH
Nairobi,DM1230,4823 KSH
Malindi,DM1294,9549 KSH
Nashua,DM1873,6564 KSH
Mombasa,DM1786,1138 KSH
Mombasa,DM1873,4075 KSH
Nairobi,DM1537,8770 KSH
Malindi,DM1873,8090 KSH
Naivasha,DM1724,6048 KSH
Malindi,DM1541,3493 KSH
Malindi,DM1786,9894 KSH
Nakuru,DM1230,8961 KSH
Nakuru,DM1182,1025 KSH
Mombasa,DM1294,5033 KSH
Naivasha,DM1230,1553 KSH
Mombasa,DM1724,8318 KSH
Mombasa,DM1210,3358 KSH
Malindi,DM1210,8450 KSH
Mombasa,DM1873,4921 KSH
Mombasa,DM1541,8843 KSH
Malindi,DM1759,5150 KSH
Nairobi,DM1182,2691 KSH
Nakuru,DM1294,2796 KSH
Naivasha,DM1541,7354 KSH
Nashua,DM1724,7127 KSH
Mombasa,DM1182,1376 KSH
Naivasha,DM1182,5612 KSH
Nairobi,DM1294,3665 KSH
Nashua,DM1230,7080 KSH
Nashua,DM1786,5488 KSH
Malindi,DM1230,7825 KSH
Malindi,DM1873,7489 KSH
Nairobi,DM1230,8765 KSH
Malindi,DM1294,6640 KSH
Mombasa,DM1182,4639 KSH
Naivasha,DM1182,3124 KSH
Nashua,DM1210,6077 KSH
Naivasha,DM1210,2265 KSH
Nakuru,DM1230,7032 KSH
Nairobi,DM1182,1331 KSH
Nashua,DM1210,5817 KSH
Nairobi,DM1759,1632 KSH
Nairobi,DM1759,3388 KSH
Nashua,DM1182,7094 KSH
Nashua,DM1230,7454 KSH
Malindi,DM1724,4355 KSH
Mombasa,DM1786,8115 KSH
Naivasha,DM1759,5492 KSH
Malindi,DM1294,5054 KSH
Naivasha,DM1873,7099 KSH
Nakuru,DM1537,2847 KSH
Mombasa,DM1182,8830 KSH
Nashua,DM1759,7925 KSH
Naivasha,DM1537,6982 KSH
Malindi,DM1182,7922 KSH
Nashua,DM1724,1153 KSH
Mombasa,DM1541,2523 KSH
Nairobi,DM1537,5337 KSH
Nakuru,DM1786,9051 KSH
Mombasa,DM1541,5217 KSH
Mombasa,DM1541,9654 KSH
Nairobi,DM1873,1233 KSH
Nairobi,DM1182,6954 KSH
Nashua,DM1786,7074 KSH
Mombasa,DM1724,3167 KSH
Naivasha,DM1230,2559 KSH
Nairobi,DM1182,8798 KSH
Nashua,DM1724,5741 KSH
Naivasha,DM1182,1681 KSH
Nairobi,DM1210,8128 KSH
Nairobi,DM1541,5652 KSH
Nashua,DM1182,4399 KSH
Nairobi,DM1182,7331 KSH
Nakuru,DM1182,5719 KSH
Malindi,DM1724,9586 KSH
Nairobi,DM1182,1870 KSH
Mombasa,DM1873,8510 KSH
Malindi,DM1541,1858 KSH
Nashua,DM1230,9230 KSH
Nakuru,DM1182,7891 KSH
Mombasa,DM1182,4977 KSH
Nashua,DM1210,8166 KSH
Nakuru,DM1182,4559 KSH
Nairobi,DM1294,5748 KSH
Nashua,DM1724,4709 KSH
Nakuru,DM1182,4982 KSH
Nashua,DM1541,8521 KSH
Nairobi,DM1210,5182 KSH
Malindi,DM1786,6140 KSH
Nakuru,DM1724,8465 KSH
Malindi,DM1786,4389 KSH
Nairobi,DM1786,9887 KSH
Nairobi,DM1873,1696 KSH
Nakuru,DM1873,2017 KSH
Malindi,DM1210,4435 KSH
Mombasa,DM1541,5486 KSH
Mombasa,DM1210,1526 KSH
Mombasa,DM1230,8254 KSH
Mombasa,DM1873,9929 KSH
Malindi,DM1786,9170 KSH
Nairobi,DM1294,4567 KSH
Mombasa,DM1230,3806 KSH
Nairobi,DM1210,2704 KSH
Nakuru,DM1182,2166 KSH
Nairobi,DM1541,7758 KSH
Nakuru,DM1786,8258 KSH
Nairobi,DM1230,4057 KSH
Mombasa,DM1537,3313 KSH
Nairobi,DM1294,3889 KSH
Naivasha,DM1537,3947 KSH
Mombasa,DM1210,1988 KSH
Naivasha,DM1786,4412 KSH
Malindi,DM1873,4146 KSH
Mombasa,DM1294,2419 KSH
Nashua,DM1873,8236 KSH
Nashua,DM1873,4627 KSH
Nakuru,DM1873,1321 KSH
Nairobi,DM1724,7528 KSH
Mombasa,DM1210,2947 KSH
Naivasha,DM1537,3705 KSH
Naivasha,DM1210,4508 KSH
Mombasa,DM1294,2351 KSH
Malindi,DM1182,2320 KSH
Nakuru,DM1541,3456 KSH
Mombasa,DM1230,6368 KSH
Malindi,DM1759,1448 KSH
Nashua,DM1786,8489 KSH
Mombasa,DM1724,8068 KSH
Nairobi,DM1786,5380 KSH
Nashua,DM1786,5977 KSH
Naivasha,DM1210,8186 KSH
Nairobi,DM1541,8490 KSH
Nairobi,DM1294,9570 KSH
Malindi,DM1873,2338 KSH
Nairobi,DM1541,4354 KSH
Mombasa,DM1182,4210 KSH
Mombasa,DM1294,8081 KSH
Nashua,DM1759,9807 KSH
Nakuru,DM1294,1394 KSH
Naivasha,DM1873,5958 KSH
Mombasa,DM1541,8187 KSH
Nairobi,DM1210,1240 KSH
Nashua,DM1210,3692 KSH
Nashua,DM1182,2619 KSH
Mombasa,DM1873,1975 KSH
Mombasa,DM1759,3085 KSH
Malindi,DM1537,1816 KSH
Malindi,DM1294,6961 KSH
Malindi,DM1873,3741 KSH
Mombasa,DM1294,8319 KSH
Nairobi,DM1537,6603 KSH
Naivasha,DM1537,5614 KSH
Mombasa,DM1873,7592 KSH
Mombasa,DM1541,9188 KSH
Nairobi,DM1759,3626 KSH
Mombasa,DM1873,4372 KSH
Nairobi,DM1537,7616 KSH
Mombasa,DM1182,8869 KSH
Mombasa,DM1541,1244 KSH
Mombasa,DM1210,1932 KSH
Nakuru,DM1759,8562 KSH
Mombasa,DM1759,6721 KSH
Nakuru,DM1759,6943 KSH
Mombasa,DM1724,8702 KSH
Nashua,DM1210,3886 KSH
Nashua,DM1210,4998 KSH
Nakuru,DM1786,2597 KSH
Nashua,DM1230,5373 KSH
Nairobi,DM1537,9622 KSH
Nairobi,DM1873,8425 KSH
Malindi,DM1786,9504 KSH
Mombasa,DM1724,1998 KSH
Nairobi,DM1724,9809 KSH
Malindi,DM1873,9003 KSH
Nashua,DM1786,5526 KSH
Nairobi,DM1541,4342 KSH
Mombasa,DM1541,8444 KSH
Nashua,DM1537,3917 KSH
Naivasha,DM1210,3207 KSH
Nakuru,DM1294,6829 KSH
Mombasa,DM1873,3060 KSH
Naivasha,DM1230,9449 KSH
Nairobi,DM1541,4638 KSH
Naivasha,DM1873,6308 KSH
Nakuru,DM1541,9970 KSH
Nakuru,DM1537,4767 KSH
Naivasha,DM1537,1448 KSH
Nakuru,DM1724,6628 KSH
Nairobi,DM1759,9487 KSH
Nakuru,DM1230,6097 KSH
Naivasha,DM1759,4798 KSH
Nakuru,DM1541,5763 KSH
Malindi,DM1724,1509 KSH
Nairobi,DM1541,3254 KSH
Naivasha,DM1182,5314 KSH
Mombasa,DM1786,2185 KSH
Nakuru,DM1182,8826 KSH
Nairobi,DM1182,1216 KSH
Nairobi,DM1230,8469 KSH
Mombasa,DM1759,5005 KSH
Nakuru,DM1759,1951 KSH
Nashua,DM1182,5173 KSH
Malindi,DM1294,5387 KSH
Nakuru,DM1294,7835 KSH
Naivasha,DM1759,9113 KSH
Naivasha,DM1873,9473 KSH
Nakuru,DM1724,3131 KSH
Nairobi,DM1537,5402 KSH
Nairobi,DM1294,5428 KSH
Naivasha,DM1294,7479 KSH
Nashua,DM1759,6928 KSH
Mombasa,DM1724,7303 KSH
Mombasa,DM1541,3020 KSH
Nairobi,DM1541,8127 KSH
Naivasha,DM1230,4578 KSH
Mombasa,DM1759,8067 KSH
Nairobi,DM1294,7736 KSH
Nairobi,DM1873,7691 KSH
Naivasha,DM1210,6005 KSH
Nakuru,DM1230,7614 KSH
Nairobi,DM1759,5462 KSH
Nairobi,DM1182,9639 KSH
Nakuru,DM1541,1596 KSH
Nashua,DM1182,4928 KSH
Mombasa,DM1724,4570 KSH
Nairobi,DM1182,1194 KSH
Mombasa,DM1537,4596 KSH
Mombasa,DM1724,7183 KSH
Nairobi,DM1294,4780 KSH
Mombasa,DM1294,4310 KSH
Malindi,DM1537,6791 KSH
Malindi,DM1182,1212 KSH
Malindi,DM1786,1847 KSH
Mombasa,DM1537,7624 KSH
Naivasha,DM1724,1829 KSH
Nakuru,DM1724,3024 KSH
Mombasa,DM1537,4832 KSH
Malindi,DM1541,4962 KSH
Malindi,DM1786,5805 KSH
Mombasa,DM1541,1427 KSH
Naivasha,DM1724,1143 KSH
Nairobi,DM1759,2281 KSH
Mombasa,DM1230,3145 KSH
Malindi,DM1873,8660 KSH
Nairobi,DM1786,1578 KSH
Mombasa,DM1759,9563 KSH
Nashua,DM1541,6491 KSH
Malindi,DM1724,6239 KSH
Nakuru,DM1182,4428 KSH
Malindi,DM1873,1936 KSH
Nairobi,DM1537,4690 KSH
Nairobi,DM1724,6194 KSH
Mombasa,DM1873,4469 KSH
Naivasha,DM1294,9516 KSH
Nairobi,DM1759,4621 KSH
Naivasha,DM1182,3740 KSH
Nairobi,DM1537,3638 KSH
Mombasa,DM1759,2209 KSH
Naivasha,DM1210,6924 KSH
Naivasha,DM1724,1207 KSH
Malindi,DM1537,5074 KSH
Naivasha,DM1230,9076 KSH
Malindi,DM1230,8284 KSH
Nairobi,DM1230,2849 KSH
Nairobi,DM1541,7174 KSH
Mombasa,DM1759,4604 KSH
Nairobi,DM1182,3942 KSH
Mombasa,DM1724,3741 KSH
Nairobi,DM1182,7124 KSH
Malindi,DM1759,7315 KSH
Nakuru,DM1230,7032 KSH
Malindi,DM1786,8873 KSH
Malindi,DM1210,9270 KSH
Nairobi,DM1230,1831 KSH
Mombasa,DM1182,9517 KSH
Nairobi,DM1210,5265 KSH
Malindi,DM1210,1330 KSH
Nashua,DM1294,5989 KSH
Nairobi,DM1537,1894 KSH
Nashua,DM1541,9792 KSH
Mombasa,DM1724,5521 KSH
Nairobi,DM1786,6781 KSH
Mombasa,DM1724,9651 KSH
Naivasha,DM1182,8752 KSH
Naivasha,DM1182,6438 KSH
Naivasha,DM1541,5183 KSH
Mombasa,DM1537,3588 KSH
Malindi,DM1230,4322 KSH
Mombasa,DM1759,9726 KSH
Nashua,DM1537,1727 KSH
Nashua,DM1873,7731 KSH
Nairobi,DM1873,7394 KSH
Mombasa,DM1230,2725 KSH
Malindi,DM1230,6354 KSH
Mombasa,DM1537,7237 KSH
Nakuru,DM1873,3326 KSH
Malindi,DM1210,8820 KSH
Nakuru,DM1294,9214 KSH
Nairobi,DM1230,3369 KSH
Nairobi,DM1210,1907 KSH
Malindi,DM1873,5965 KSH
Mombasa,DM1786,6156 KSH
Nashua,DM1537,8370 KSH
Mombasa,DM1759,2095 KSH
Nashua,DM1210,8557 KSH
Mombasa,DM1230,2658 KSH
Nairobi,DM1724,6489 KSH
Mombasa,DM1182,8115 KSH
Nakuru,DM1786,3995 KSH
Nakuru,DM1873,5782 KSH
Malindi,DM1210,4845 KSH
Naivasha,DM1230,8204 KSH
Nashua,DM1759,4877 KSH
Mombasa,DM1210,8848 KSH
Nakuru,DM1182,9204 KSH
Mombasa,DM1230,4888 KSH
Nashua,DM1786,3650 KSH
Nairobi,DM1182,3835 KSH
Mombasa,DM1724,9101 KSH
Nakuru,DM1541,3439 KSH
Mombasa,DM1230,8485 KSH
Nashua,DM1210,7072 KSH
Nairobi,DM1873,4837 KSH
Nairobi,DM1786,5883 KSH
Mombasa,DM1541,2273 KSH
Nairobi,DM1230,5063 KSH
Mombasa,DM1873,5992 KSH
Mombasa,DM1294,8916 KSH
Naivasha,DM1786,2008 KSH
Nairobi,DM1537,4201 KSH
Malindi,DM1724,1686 KSH
Mombasa,DM1873,4548 KSH
Nashua,DM1541,7111 KSH
Nakuru,DM1230,6439 KSH
Nashua,DM1182,3449 KSH
Nairobi,DM1759,1901 KSH
Nairobi,DM1541,6102 KSH
Mombasa,DM1786,2355 KSH
Nairobi,DM1537,6060 KSH
Mombasa,DM1182,9863 KSH
Nakuru,DM1294,6948 KSH
Nairobi,DM1873,3455 KSH
Nashua,DM1294,9192 KSH
Mombasa,DM1786,8620 KSH
Mombasa,DM1537,6652 KSH
Malindi,DM1541,5957 KSH
Nashua,DM1759,3628 KSH
Mombasa,DM1182,9181 KSH
Naivasha,DM1537,3736 KSH
Nairobi,DM1786,2741 KSH
Nashua,DM1541,5620 KSH
Nairobi,DM1182,8739 KSH
Naivasha,DM1230,4954 KSH
Naivasha,DM1759,4881 KSH
Nashua,DM1182,9842 KSH
Nakuru,DM1724,1518 KSH
Malindi,DM1873,2301 KSH
Nashua,DM1210,1882 KSH
Mombasa,DM1873,7869 KSH
Malindi,DM1537,5005 KSH
Nakuru,DM1230,8809 KSH
Nairobi,DM1786,8580 KSH
Nashua,DM1537,2909 KSH
Nashua,DM1873,7062 KSH
Malindi,DM1759,9847 KSH
Nairobi,DM1759,2012 KSH
Naivasha,DM1786,6262 KSH
Malindi,DM1182,6400 KSH
Nairobi,DM1786,7564 KSH
Mombasa,DM1182,1927 KSH
Nairobi,DM1182,8979 KSH
Nakuru,DM1786,5660 KSH
Nashua,DM1873,9163 KSH
Mombasa,DM1541,3612 KSH
Nairobi,DM1759,8277 KSH
Nakuru,DM1537,8253 KSH
Nairobi,DM1294,7062 KSH
Nashua,DM1294,1245 KSH
Nairobi,DM1724,9046 KSH
Nairobi,DM1537,1569 KSH
Nashua,DM1294,3470 KSH
Nairobi,DM1210,2290 KSH
Nairobi,DM1210,4316 KSH
Nairobi,DM1230,8794 KSH
Mombasa,DM1182,6736 KSH
Nashua,DM1230,5881 KSH
Nairobi,DM1873,7232 KSH
Nashua,DM1230,5812 KSH
Nairobi,DM1294,8119 KSH
Naivasha,DM1182,8166 KSH
Naivasha,DM1759,3264 KSH
Mombasa,DM1537,4401 KSH
Nairobi,DM1873,5961 KSH
Mombasa,DM1537,2721 KSH
Nairobi,DM1724,5434 KSH
Naivasha,DM1759,6060 KSH
Mombasa,DM1724,5813 KSH
Naivasha,DM1537,2249 KSH
Nairobi,DM1182,5642 KSH
Malindi,DM1182,3596 KSH
Naivasha,DM1759,1155 KSH
Mombasa,DM1294,6514 KSH
Naivasha,DM1230,4316 KSH
Nakuru,DM1230,6510 KSH
Mombasa,DM1724,9648 KSH
Mombasa,DM1294,1892 KSH
Malindi,DM1759,4488 KSH
Naivasha,DM1537,1852 KSH
Nashua,DM1537,5287 KSH
Nairobi,DM1182,2580 KSH
Nakuru,DM1210,2091 KSH
Nakuru,DM1759,3782 KSH
Nairobi,DM1537,2214 KSH
Nairobi,DM1294,4887 KSH
Nashua,DM1537,5225 KSH
Malindi,DM1759,2763 KSH
Nakuru,DM1786,5579 KSH
Mombasa,DM1294,4608 KSH
Mombasa,DM1724,7293 KSH
Nakuru,DM1210,2934 KSH
Mombasa,DM1786,7845 KSH
Nairobi,DM1182,5346 KSH
Nakuru,DM1210,9476 KSH
Malindi,DM1182,6832 KSH
Nashua,DM1230,8151 KSH
Nashua,DM1230,6670 KSH
Nakuru,DM1724,5172 KSH
Mombasa,DM1182,5469 KSH
Naivasha,DM1210,7478 KSH
Mombasa,DM1210,7902 KSH
Mombasa,DM1786,6889 KSH
Mombasa,DM1210,6942 KSH
Nashua,DM1182,7455 KSH
Nairobi,DM1230,3015 KSH
Nashua,DM1537,5858 KSH
Nashua,DM1182,1485 KSH
Nashua,DM1210,3702 KSH
Mombasa,DM1182,1391 KSH
Mombasa,DM1182,7164 KSH
Naivasha,DM1541,8854 KSH
Nairobi,DM1294,9337 KSH
Nairobi,DM1873,3440 KSH
Malindi,DM1182,2916 KSH
Mombasa,DM1786,7687 KSH
Nashua,DM1230,6659 KSH
Nashua,DM1294,3832 KSH
Mombasa,DM1210,2200 KSH
Malindi,DM1724,4879 KSH
Mombasa,DM1182,5810 KSH
Mombasa,DM1537,9213 KSH
Naivasha,DM1759,7593 KSH
Nairobi,DM1210,8205 KSH
Mombasa,DM1294,3843 KSH
Nairobi,DM1210,4687 KSH
Malindi,DM1541,8628 KSH
Nairobi,DM1873,3663 KSH
Nairobi,DM1759,2870 KSH
Nashua,DM1541,4675 KSH
Nairobi,DM1182,2843 KSH
Nairobi,DM1294,5086 KSH
Mombasa,DM1537,6706 KSH
Nakuru,DM1537,6295 KSH
Naivasha,DM1182,1333 KSH
Nakuru,DM1537,3423 KSH
Nakuru,DM1541,9963 KSH
Nairobi,DM1182,1371 KSH
